ID,Date,Amount,Vendor,Description,Category,SubCategory,Person,PaymentMode,RecurrenceType,Notes,ImportSessionID
9598,2020-12-04,284,"IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1418@fbpe,REF NO","IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1418@fbpe,REF NO - 034022144689, Pay To MARUTHI MEDICALS","medical","medicines","Seenu",UPI,onetime,"",
9595,2020-12-07,1179,"Airtel Bill","Airtel Bill","mobile-telephone","","Family",UPI,onetime,"",
9593,2020-12-08,118.25,"Payment for Credit Card No. 4304XXX3XXXX8376 SRINIVAS,K C","Payment for Credit Card No. 4304XXX3XXXX8376 SRINIVAS,K C","creditcard","","",UPI,onetime,"",
9594,2020-12-08,700,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101exxm0f6gzz3g@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101exxm0f6gzz3g@paytm,REF NO - 034408281079, Mutton","food","mutton","",UPI,onetime,"",
9589,2020-12-09,2365.05,"Payment for Credit Card No. 4304XXX3XXXX8376 SRINIVAS K C","Payment for Credit Card No. 4304XXX3XXXX8376 SRINIVAS K C","creditcard","","",UPI,onetime,"",
9590,2020-12-09,372,"IMPS OUTWARD ORG UPI To kadal.shetty3@oksbi,REF NO","IMPS OUTWARD ORG UPI To kadal.shetty3@oksbi,REF NO - 034509113853, Breakfast","food","hotel","",UPI,onetime,"",
9591,2020-12-09,18500,"IMPS OUTWARD ORG IMPS TO XXXXXXXXX0012","IMPS OUTWARD ORG IMPS TO XXXXXXXXX0012 - CANARA BANK REF NO:-034519179402 Education -VENKAT INTERNATION P","Education","","",UPI,onetime,"",
9592,2020-12-09,195,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101v27vewyfowdd@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101v27vewyfowdd@paytm,REF NO - 034520357429, Snacks","food","snacks","",UPI,onetime,"",
9580,2020-12-13,1410,"IMPS OUTWARD ORG UPI To qXXXX0201@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX0201@ybl,REF NO - 034811017676, Breakfast","food","hotel","",UPI,onetime,"",
9581,2020-12-13,10000,"ATM WITHDRAWAL SUBJECT: NFSATM 13DEC1340 Card No.: 5181XXX0XXXX7609 of SRINIVAS K C 13DEC20 Ref: 034819003927 +RPC LO 5TH MN VIJNGRBENGALURU KAIN","ATM WITHDRAWAL SUBJECT: NFSATM 13DEC1340 Card No.: 5181XXX0XXXX7609 of SRINIVAS K C 13DEC20 Ref: 034819003927 +RPC LO 5TH MN VIJNGRBENGALURU KAIN","bnk-withdraw","cash","",UPI,onetime,"",
9582,2020-12-13,10000,"ATM WITHDRAWAL SUBJECT: NFSATM 13DEC1342 Card No.: 5181XXX0XXXX7609 of SRINIVAS K C 13DEC20 Ref: 034819000146 +RPC LO 5TH MN VIJNGRBENGALURU KAIN","ATM WITHDRAWAL SUBJECT: NFSATM 13DEC1342 Card No.: 5181XXX0XXXX7609 of SRINIVAS K C 13DEC20 Ref: 034819000146 +RPC LO 5TH MN VIJNGRBENGALURU KAIN","bnk-withdraw","cash","",UPI,onetime,"",
9583,2020-12-13,10000,"ATM WITHDRAWAL SUBJECT: NFSATM 13DEC1346 Card No.: 5181XXX0XXXX7609 of SRINIVAS K C 13DEC20 Ref: 034819000148 +RPC LO 5TH MN VIJNGRBENGALURU KAIN","ATM WITHDRAWAL SUBJECT: NFSATM 13DEC1346 Card No.: 5181XXX0XXXX7609 of SRINIVAS K C 13DEC20 Ref: 034819000148 +RPC LO 5TH MN VIJNGRBENGALURU KAIN","bnk-withdraw","cash","",UPI,onetime,"",
9584,2020-12-13,70,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX6226@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX6226@yesbankltd,REF NO - 034819295932, Verified Merchant","food","","",UPI,onetime,"",
9585,2020-12-13,3000,"IMPS OUTWARD ORG UPI To bharatpe.XXXXXX9824@fbpe,REF NO","IMPS OUTWARD ORG UPI To bharatpe.XXXXXX9824@fbpe,REF NO - 034819114055, Verified Merchant","food","misc?","",UPI,onetime,"",
9586,2020-12-13,50,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1012nt1ltn1ee50@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1012nt1ltn1ee50@paytm,REF NO - 034819201278, Orange","food","fruits","",UPI,onetime,"",
9587,2020-12-13,500,"IMPS OUTWARD ORG UPI To XXXXXXX1261@okbizaxis,REF NO","IMPS OUTWARD ORG UPI To XXXXXXX1261@okbizaxis,REF NO - 034820308567, Fruits","food","fruits","",UPI,onetime,"",
9588,2020-12-13,400,"IMPS OUTWARD ORG UPI To qXXXX4727@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX4727@ybl,REF NO - 034921149654, Fruits","food","fruits","",UPI,onetime,"",
9576,2020-12-14,160,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX8461@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX8461@yesbankltd,REF NO - 035013385422, Verified Merchant","food","","",UPI,onetime,"",
9577,2020-12-14,40,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX8461@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX8461@yesbankltd,REF NO - 035013410406, Verified Merchant","food","","",UPI,onetime,"",
9578,2020-12-14,4600,"IMPS OUTWARD ORG UPI To maruthistores.vijayanagar@okicici,REF NO","IMPS OUTWARD ORG UPI To maruthistores.vijayanagar@okicici,REF NO - XXXXXXXX4458, Groceries","food","groceries","",UPI,onetime,"",
9579,2020-12-14,3600,"IMPS OUTWARD ORG UPI To munirathna71@kotak,REF NO","IMPS OUTWARD ORG UPI To munirathna71@kotak,REF NO - 035022003241, Yoga","yoga","","",UPI,onetime,"",
9574,2020-12-15,5000,"IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO","IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO - XXXXXXXX3065, Vinutha monthly expense","vinutha-monthly expense","","",UPI,onetime,"",
9575,2020-12-15,2000,"IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO","IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO - XXXXXXXX1391, Shobha amount","house-monthly","shobha","",UPI,onetime,"",
9573,2020-12-17,7758.75,"INSURANCE 30000000000209626","INSURANCE 30000000000209626 - LIFE INSURANCE - PREMIUM","child-insurance","","",UPI,onetime,"",
9567,2020-12-18,200,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1011ixt33hj8svt@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1011ixt33hj8svt@paytm,REF NO - 035415193210, Snack items","food","snacks","",UPI,onetime,"",
9568,2020-12-18,1090,"IMPS OUTWARD ORG UPI To mswipe.XXXXXXXXXXXX4581@kotak,REF NO","IMPS OUTWARD ORG UPI To mswipe.XXXXXXXXXXXX4581@kotak,REF NO - 035416152241, House materials","house-repair","","",UPI,onetime,"",
9569,2020-12-18,270,"IMPS OUTWARD ORG UPI To ajaz46khan@oksbi,REF NO","IMPS OUTWARD ORG UPI To ajaz46khan@oksbi,REF NO - 035417210291, Fruits","food","fruits","",UPI,onetime,"",
9570,2020-12-18,80,"IMPS OUTWARD ORG UPI To qXXXX4104@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX4104@ybl,REF NO - 035418106910, Dosa","food","hotel","",UPI,onetime,"",
9571,2020-12-18,2870,"IMPS OUTWARD ORG UPI To gpay -XXXXXXX4412@okbizaxis,REF NO","IMPS OUTWARD ORG UPI To gpay -XXXXXXX4412@okbizaxis,REF NO - 035418131726, UPI","food","misc?","",UPI,onetime,"",
9572,2020-12-18,2000,"IMPS OUTWARD ORG UPI To add -money@paytm,REF NO","IMPS OUTWARD ORG UPI To add -money@paytm,REF NO - XXXXXXXX9552, Oid12447552193@Add Money to Wallet","personal","paytm","",UPI,onetime,"",
9564,2020-12-20,250,"IMPS OUTWARD ORG UPI To swiggyupi@axisbank,REF NO","IMPS OUTWARD ORG UPI To swiggyupi@axisbank,REF NO - XXXXXXXX7359, Swiggy Order Id 91511964197","food","hotel","",UPI,onetime,"",
9565,2020-12-20,460,"IMPS OUTWARD ORG UPI To dayanandagl3@okaxis,REF NO","IMPS OUTWARD ORG UPI To dayanandagl3@okaxis,REF NO - 035512105167, Breakfast","food","hotel","",UPI,onetime,"",
9566,2020-12-20,12500,"IMPS OUTWARD ORG IMPS TO XXXXXXXXX0012","IMPS OUTWARD ORG IMPS TO XXXXXXXXX0012 - CANARA BANK REF NO:-035609600672 Education -VENKAT INTERNATION P","Education","","",UPI,onetime,"",
9563,2020-12-21,2820.22,"PURCHASE SUBJECT: MCUPOS 20DEC1002 Card no.: 5181XXX0XXXX7609 20DEC20 100223 ANEKAR MOTORS \ANEKAR Ref: 002987321141","PURCHASE SUBJECT: MCUPOS 20DEC1002 Card no.: 5181XXX0XXXX7609 20DEC20 100223 ANEKAR MOTORS \ANEKAR Ref: 002987321141","petrol-diesel","","",UPI,onetime,"",
9560,2020-12-22,3473,"IMPS OUTWARD ORG UPI To billdesk@hdfcbank,REF NO","IMPS OUTWARD ORG UPI To billdesk@hdfcbank,REF NO - XXXXXXXX1676, BESCOM","electricity-bill","","",UPI,onetime,"",
9561,2020-12-22,1857,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO - 035818365607, Verified Merchant","medical","medicines","Mother",UPI,onetime,"",
9562,2020-12-22,1009,"IMPS OUTWARD ORG UPI To swiggyupi@axisbank,REF NO","IMPS OUTWARD ORG UPI To swiggyupi@axisbank,REF NO - XXXXXXXX7296, Swiggy Order Id 91813063127","food","hotel","",UPI,onetime,"",
9558,2020-12-27,399,"IMPS OUTWARD ORG UPI To jiomobility@paytm,REF NO","IMPS OUTWARD ORG UPI To jiomobility@paytm,REF NO - XXXXXXXX6310, OidBR0005MJ2IVX@RelianceRetailLTDPrepaidrecharg","mobile-telephone","","Family",UPI,onetime,"",
9559,2020-12-27,129.59,"IMPS OUTWARD ORG UPI To payair7673@paytm,REF NO","IMPS OUTWARD ORG UPI To payair7673@paytm,REF NO - 036390613974, Oid12456051904@Paytm Airtel Recharge","mobile-telephone","","Family",UPI,onetime,"",
9552,2020-12-28,1122,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO - 036412400873, Medicines","medical","medicines","Mother",UPI,onetime,"",
9553,2020-12-28,2000,"PURCHASE SUBJECT: MCUPOS 25DEC1028 Card no.: 5181XXX0XXXX7609 25DEC20 102828 ANEKAR MOTORS \ANEKAR Ref: 003000491554","PURCHASE SUBJECT: MCUPOS 25DEC1028 Card no.: 5181XXX0XXXX7609 25DEC20 102828 ANEKAR MOTORS \ANEKAR Ref: 003000491554","petrol-diesel","","",UPI,onetime,"",
9554,2020-12-28,400,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101nhxgv41idn2l@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101nhxgv41idn2l@paytm,REF NO - 036420268081, Helmet","purchase","helmet","",UPI,onetime,"",
9555,2020-12-28,140,"IMPS OUTWARD ORG UPI To bharatpe.XXXXXX8573@icici,REF NO","IMPS OUTWARD ORG UPI To bharatpe.XXXXXX8573@icici,REF NO - 036420361986, Verified Merchant","food","fruits","",UPI,onetime,"",
9556,2020-12-28,150,"IMPS OUTWARD ORG UPI To gpay -XXXXXXX5538@okbizaxis,REF NO","IMPS OUTWARD ORG UPI To gpay -XXXXXXX5538@okbizaxis,REF NO - 036420478642, Pooja","pooja","","",UPI,onetime,"",
9557,2020-12-28,109,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO - 036421200076, Verified Merchant","medical","medicines","Seenu",UPI,onetime,"",
9548,2020-12-29,9166,"IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO","IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO - XXXXXXXX3281, Vinutha home expenses","house-monthly","","",UPI,onetime,"",
9549,2020-12-29,900,"IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO","IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO - XXXXXXXX4306, Vinutha home expenses","house-monthly","","",UPI,onetime,"",
9550,2020-12-29,5000,"IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO","IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO - XXXXXXXX9049, Vinutha monthly expense","vinutha-monthly expense","","",UPI,onetime,"",
9551,2020-12-29,5000,"IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO","IMPS OUTWARD ORG UPI To vinuthakabadi@okicici,REF NO - XXXXXXXX3070, Vinutha house expenses","house-monthly","","",UPI,onetime,"",
9546,2020-12-30,750,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101exxm0f6gzz3g@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101exxm0f6gzz3g@paytm,REF NO - 036611274898, Mutton","food","mutton","",UPI,onetime,"",
9547,2020-12-30,120,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1018djb6b5nawmz@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1018djb6b5nawmz@paytm,REF NO - 036612170455, Hair cut","personal","haircut","",UPI,onetime,"",
9541,2021-01-01,798,"IMPS OUTWARD ORG UPI To qXXXX0166@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX0166@ybl,REF NO - 100221421123, Dinner","food","hotel","",UPI,onetime,"",
9542,2021-01-01,434,"IMPS OUTWARD ORG UPI To qXXXX0166@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX0166@ybl,REF NO - 100221449273, Dinner","food","hotel","",UPI,onetime,"",
9543,2021-01-01,145,"IMPS OUTWARD ORG UPI To qXXXX0166@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX0166@ybl,REF NO - 100221260854, Dinner","food","hotel","",UPI,onetime,"",
9544,2021-01-01,180,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXXX0114k3w9072z1n@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXXX0114k3w9072z1n@paytm,REF NO - 100222406462, Icecream","food","icecream","",UPI,onetime,"",
9545,2021-01-01,347,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO - 100222465749, Verified Merchant","medical","medicines","Seenu",UPI,onetime,"",
9538,2021-01-03,6523.39,"Payment for Credit Card No. 4304XXX3XXXX8376 SRINIVAS K C","Payment for Credit Card No. 4304XXX3XXXX8376 SRINIVAS K C","creditcard","","",UPI,onetime,"",
9539,2021-01-03,5000,"IMPS OUTWARD ORG UPI To srinivas64chavan@oksbi,REF NO","IMPS OUTWARD ORG UPI To srinivas64chavan@oksbi,REF NO - 100311076974, UPI","donation","","",UPI,onetime,"",
9540,2021-01-03,1280,"IMPS OUTWARD ORG UPI To qXXXX9116@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX9116@ybl,REF NO - 100323495981, Icecream","food","icecream","",UPI,onetime,"",
9535,2021-01-05,982,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101htak7tl0hy9s@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101htak7tl0hy9s@paytm,REF NO - 100610245368, Prawns","food","seafood","",UPI,onetime,"",
9536,2021-01-05,500,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101exxm0f6gzz3g@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101exxm0f6gzz3g@paytm,REF NO - 100610290923, Mutton","food","mutton","",UPI,onetime,"",
9537,2021-01-05,35,"IMPS OUTWARD ORG UPI To qXXXX9882@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX9882@ybl,REF NO - 100610254277, Coconut","food","vegetables","",UPI,onetime,"",
9534,2021-01-07,1170,"Airtel Bill","Airtel Bill","mobile-telephone","","Family",UPI,onetime,"",
9530,2021-01-10,500,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101duqw2tisb4zz@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101duqw2tisb4zz@paytm,REF NO - 100921072282, Fruits","food","fruits","",UPI,onetime,"",
9531,2021-01-10,430,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1011hfca376yelr@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1011hfca376yelr@paytm,REF NO - 100921142414, Bakery","food","bakery","",UPI,onetime,"",
9532,2021-01-10,475,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO - 100921183607, Verified Merchant","medical","medicines","Seenu",UPI,onetime,"",
9533,2021-01-10,85,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO - 100921214275, Verified Merchant","medical","medicines","Seenu",UPI,onetime,"",
9527,2021-01-12,80,"IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1564@icici,REF NO","IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1564@icici,REF NO - 101319082372, Verified Merchant","food","vegetables","",UPI,onetime,"",
9528,2021-01-12,20,"IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1564@icici,REF NO","IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1564@icici,REF NO - 101319216430, Verified Merchant","food","vegetables","",UPI,onetime,"",
9529,2021-01-12,20,"IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1564@icici,REF NO","IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1564@icici,REF NO - 101319283472, Verified Merchant","food","vegetables","",UPI,onetime,"",
9526,2021-01-14,4307,"IMPS OUTWARD ORG UPI To maruthistores.vijayanagar@okicici,REF NO","IMPS OUTWARD ORG UPI To maruthistores.vijayanagar@okicici,REF NO - XXXXXXXX1033, Groceries","food","groceries","",UPI,onetime,"",
9520,2021-01-17,2030,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101exxm0f6gzz3g@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101exxm0f6gzz3g@paytm,REF NO - 101709449470, Mutton","food","mutton","",UPI,onetime,"",
9521,2021-01-17,7758.75,"INSURANCE 30000000000209626","INSURANCE 30000000000209626 - LIFE INSURANCE - PREMIUM","child-insurance","","",UPI,onetime,"",
9522,2021-01-17,40,"IMPS OUTWARD ORG UPI To qXXXX8842@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX8842@ybl,REF NO - 101820369333, Bonda","food","snacks","",UPI,onetime,"",
9523,2021-01-17,60,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1011uanstposrps@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1011uanstposrps@paytm,REF NO - 101820393952, Idli","food","hotel","",UPI,onetime,"",
9524,2021-01-17,60,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX3546@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX3546@yesbankltd,REF NO - 101820134709, Verified Merchant","food","misc?","",UPI,onetime,"",
9525,2021-01-17,400,"IMPS OUTWARD ORG UPI To tabrez5009@okhdfcbank,REF NO","IMPS OUTWARD ORG UPI To tabrez5009@okhdfcbank,REF NO - 101820248686, Fruits","food","fruits","",UPI,onetime,"",
9518,2021-01-18,599,"IMPS OUTWARD ORG UPI To vilprep@hsbc,REF NO","IMPS OUTWARD ORG UPI To vilprep@hsbc,REF NO - XXXXXXXX0355, VodafoneIdea","mobile-telephone","","Family",UPI,onetime,"",
9519,2021-01-18,815,"IMPS OUTWARD ORG UPI To amazon@apl,REF NO","IMPS OUTWARD ORG UPI To amazon@apl,REF NO - XXXXXXXX6053, You are paying for an Amazon order","purchase","","",UPI,onetime,"",
9517,2021-01-19,867,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO - 102009331324, Verified Merchant","medical","medicines","Father",UPI,onetime,"",
9515,2021-01-20,3600,"IMPS OUTWARD ORG UPI To munirathna71@kotak,REF NO","IMPS OUTWARD ORG UPI To munirathna71@kotak,REF NO - 102023131644, Yoga","yoga","","",UPI,onetime,"",
9516,2021-01-20,275,"IMPS OUTWARD ORG UPI To bharatpe.XXXXXX4606@icici,REF NO","IMPS OUTWARD ORG UPI To bharatpe.XXXXXX4606@icici,REF NO - 102111089797, Verified Merchant","food","","",UPI,onetime,"",
9505,2021-01-24,950,"IMPS OUTWARD ORG UPI To qXXXX7863@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX7863@ybl,REF NO - 102317323366, Wheel alignment","vehicle-expense","4 wheeler","",UPI,onetime,"",
9506,2021-01-24,150,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO - 102320086589, Doctor - Father","medical","doctor","Father",UPI,onetime,"",
9507,2021-01-24,299,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO - 102321479768, Medicines","medical","medicines","Father",UPI,onetime,"",
9508,2021-01-24,300,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO - 102321122057, Stitches","medical","hospital","Father",UPI,onetime,"",
9509,2021-01-24,337,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO - 102321160819, Medicine","medical","medicines","Father",UPI,onetime,"",
9510,2021-01-24,815,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO - 102322277253, Verified Merchant","medical","medicines","Father",UPI,onetime,"",
9511,2021-01-24,245,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX2355@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX2355@yesbankltd,REF NO - 102409319482, Verified Merchant","food","fruits","",UPI,onetime,"",
9512,2021-01-24,60,"IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1462@fbpe,REF NO","IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1462@fbpe,REF NO - 102412233520, Verified Merchant","food","","",UPI,onetime,"",
9513,2021-01-24,115,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO - 102511183703, Medicine","medical","medicines","Father",UPI,onetime,"",
9514,2021-01-24,145,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO - 102513057792, Verified Merchant","medical","medicines","Father",UPI,onetime,"",
9504,2021-01-26,1385,"IMPS OUTWARD ORG UPI To qXXXX0642@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX0642@ybl,REF NO - 102623082568, Petrol","petrol-diesel","4 wheeler","",UPI,onetime,"",
9503,2021-01-28,320,"IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1564@icici,REF NO","IMPS OUTWARD ORG UPI To bharatpe.XXXXXX1564@icici,REF NO - 102909319990, Verified Merchant","food","vegetables","",UPI,onetime,"",
9495,2021-01-29,1040,"IMPS OUTWARD ORG UPI To qXXXX4463@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX4463@ybl,REF NO - 103011103675, Medicines","medical","medicines","Mother",UPI,onetime,"",
9496,2021-01-29,460,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1011apqvq558mf7@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1011apqvq558mf7@paytm,REF NO - 103011420323, Chips","food","snacks","",UPI,onetime,"",
9497,2021-01-29,95,"IMPS OUTWARD ORG UPI To bindujanardhana197@okaxis,REF NO","IMPS OUTWARD ORG UPI To bindujanardhana197@okaxis,REF NO - 103013386765, Tallisadi","medical","medicines","Family",UPI,onetime,"",
9498,2021-01-29,117,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXX0101wl9d57l6ixus@paytm,REF NO - 103020386558, Medicine","medical","medicines","Seenu",UPI,onetime,"",
9499,2021-01-29,1000,"IMPS OUTWARD ORG UPI To qXXXX4549@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX4549@ybl,REF NO - 103020089284, Petrol","petrol-diesel","4 wheeler","",UPI,onetime,"",
9500,2021-01-29,150,"IMPS OUTWARD ORG UPI To qXXXX8566@ybl,REF NO","IMPS OUTWARD ORG UPI To qXXXX8566@ybl,REF NO - 103021228085, Puncture","vehicle-expense","4 wheeler","",UPI,onetime,"",
9501,2021-01-29,111,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX9501@yesbankltd,REF NO - 103021369568, Verified Merchant","medical","medicines","Family",UPI,onetime,"",
9502,2021-01-29,190,"IMPS OUTWARD ORG UPI To bharatpe.XXXXXX0160@icici,REF NO","IMPS OUTWARD ORG UPI To bharatpe.XXXXXX0160@icici,REF NO - 103021106774, Verified Merchant","food","hotel","Family",UPI,onetime,"",
9492,2021-01-31,409,"IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1011uanstposrps@paytm,REF NO","IMPS OUTWARD ORG UPI To paytmqrXXXXXXXXX1011uanstposrps@paytm,REF NO - 103110198973, Breakfast","food","hotel","",UPI,onetime,"",
9493,2021-01-31,460,"IMPS OUTWARD ORG UPI To bharatpeXXXXXXX2355@yesbankltd,REF NO","IMPS OUTWARD ORG UPI To bharatpeXXXXXXX2355@yesbankltd,REF NO - 103113142585, Verified Merchant","food","fruits","",UPI,onetime,"",
9494,2021-01-31,710,"IMPS OUTWARD ORG UPI To yyogis729@okicici,REF NO","IMPS OUTWARD ORG UPI To yyogis729@okicici,REF NO - 103120297916, Dinner","food","hotel","",UPI,onetime,"",
9491,2021-02-01,2400,"IMPS OUTWARD ORG UPI To ashavagale@okicici,REF NO","IMPS OUTWARD ORG UPI To ashavagale@okicici,REF NO - XXXXXXXX5147, Jan feb","Travel","mamanyas outing","",UPI,onetime,"",
